bsm_id,bsm_scientific_name,bsm_common_name,bsm_species_id,exists_in_wt
1743,Cyanerpes caeruleus,Purple Honeycreeper,1670,t
1744,Cyanerpes cyaneus,Red-legged Honeycreeper,1735,t
1749,Cyanocitta cristata,Blue Jay,797,t
1750,Cyanocitta stelleri,Steller's Jay,2772,t
1751,Cyanocompsa parellina,Blue Bunting,561,t
1752,Cyanocorax affinis,Black-chested Jay,487,t
1753,Cyanocorax beecheii,Purplish-backed Jay,1612,t
1760,Cyanocorax dickeyi,Tufted Jay,2042,t
1761,Cyanocorax melanocyaneus,Bushy-crested Jay,498,t
1763,Cyanocorax sanblasianus,San Blas Jay,1807,t
1765,Cyanocorax yncas,Green Jay,1240,t
1766,Cyanocorax yucatanicus,Yucatan Jay,2019,t
1777,Cyanoloxia cyanoides,Blue-black Grosbeak,537,t
1781,Cyanolyca cucullata,Azure-hooded Jay,354,t
1782,Cyanolyca mirabilis,White-throated Jay,2161,f
1783,Cyanolyca nanus,Dwarf Jay,1084,t
1785,Cyanolyca pumilo,Black-throated Jay,2141,t
1797,Cyclarhis gujanensis,Rufous-browed Peppershrike,1684,t
1800,Cygnus buccinator,Trumpeter Swan,2748,t
1802,Cygnus cygnus,Whooper Swan,2091,t
1804,Cygnus olor,Mute Swan,740,t
1805,Cymbilaimus lineatus,Fasciated Antshrike,1124,t
1808,Cynanthus latirostris,Broad-billed Hummingbird,518,t
1828,Cyphorhinus phaeocephalus,Song Wren,1893,t
1830,Cypseloides niger,Black Swift,716,f
1834,Cyrtonyx montezumae,Montezuma Quail,1507,t
1835,Cyrtonyx ocellatus,Ocellated Quail,2404,t
1840,Dacnis cayana,Blue Dacnis,564,t
1843,Dacnis venusta,Scarlet-thighed Dacnis,1929,t
1844,Dactylortyx thoracicus,Singing Quail,1920,t
1852,Deconychura longicauda,Long-tailed Woodcreeper,1462,t
1855,Dendragapus fuliginosus,Sooty Grouse,2746,t
1856,Dendragapus obscurus,Dusky Grouse,2721,t
1858,Dendrocincla anabatina,Tawny-winged Woodcreeper,2046,t
1859,Dendrocincla fuliginosa,Plain-brown Woodcreeper,1613,t
1860,Dendrocincla homochroa,Ruddy Woodcreeper,1782,t
1869,Dendrocolaptes picumnus,Black-banded Woodcreeper,465,t
1871,Dendrocolaptes sanctithomae,Northern Barred-Woodcreeper,1529,t
1877,Dendrocopos leucotos,White-backed Woodpecker,4746,t
1879,Dendrocopos major,Great Spotted Woodpecker,1273,t
1880,Dendrocopos syriacus,Syrian Woodpecker,4747,t
1884,Dendrocygna autumnalis,Black-bellied Whistling-Duck,474,t
1885,Dendrocygna bicolor,Fulvous Whistling-Duck,1150,t
1888,Dendrocygna viduata,White-faced Whistling-Duck,2084,t
1890,Dendroma rufa,Buff-fronted Foliage-gleaner,531,f
1892,Dendroplex picus,Straight-billed Woodcreeper,1847,t
1893,Dendrortyx barbatus,Bearded Wood-Partridge,523,t
1894,Dendrortyx leucophrys,Buffy-crowned Wood-Partridge,507,t
1895,Dendrortyx macroura,Long-tailed Wood-Partridge,2225,t
1929,Diglossa baritula,Cinnamon-bellied Flowerpiercer,351,t
1939,Diglossa plumbea,Slaty Flowerpiercer,1868,t
1948,Dives dives,Melodious Blackbird,1488,t
1951,Dolichonyx oryzivorus,Bobolink,120,t
1952,Donacobius atricapilla,Black-capped Donacobius,483,t
1954,Doryfera ludovicae,Green-fronted Lancebill,1196,f
1955,Drepanis coccinea,Iiwi,1336,t
1959,Dromococcyx phasianellus,Pheasant Cuckoo,1625,t
1974,Dryobates albolarvatus,White-headed Woodpecker,2096,t
1975,Dryobates arizonae,Arizona Woodpecker,382,t
1976,Dryobates borealis,Red-cockaded Woodpecker,1709,t
1982,Dryobates fumigatus,Smoky-brown Woodpecker,1875,t
1983,Dryobates kirkii,Red-rumped Woodpecker,1754,t
1989,Dryobates nuttallii,Nuttall's Woodpecker,1539,t
1991,Dryobates pubescens,Downy Woodpecker,2424,t
1992,Dryobates scalaris,Ladder-backed Woodpecker,1414,t
1994,Dryobates stricklandi,Strickland's Woodpecker,1928,f
1995,Dryobates villosus,Hairy Woodpecker,884,t
1997,Dryocopus lineatus,Lineated Woodpecker,1446,t
1998,Dryocopus martius,Black Woodpecker,4748,t
1999,Dryocopus pileatus,Pileated Woodpecker,803,t
2003,Dryophytes arenicolor,Canyon Treefrog,4846,f
2005,Dryophytes chrysoscelis,Cope's Gray Treefrog,97,f
2010,Dryophytes versicolor,Gray Treefrog,91,f
2031,Dulus dominicus,Palmchat,1598,t
2036,Dysithamnus mentalis,Plain Antvireo,1637,t
2039,Dysithamnus puncticeps,Spot-crowned Antvireo,1899,t
2041,Dysithamnus striaticeps,Streak-crowned Antvireo,2384,t
2046,Egretta caerulea,Little Blue Heron,1464,t
2047,Egretta eulophotes,Chinese Egret,701,f
2048,Egretta garzetta,Little Egret,1439,t
2049,Egretta gularis,Western Reef-Heron,2072,t
2051,Egretta rufescens,Reddish Egret,1714,t
2053,Egretta thula,Snowy Egret,1878,t
2056,Elaenia albiceps,White-crested Elaenia,2262,t
2058,Elaenia chiriquensis,Lesser Elaenia,1419,t
2060,Elaenia fallax,Greater Antillean Elaenia,1152,f
2061,Elaenia flavogaster,Yellow-bellied Elaenia,388,t
2062,Elaenia frantzii,Mountain Elaenia,1506,t
2064,Elaenia martinica,Caribbean Elaenia,2307,t
2074,Elanoides forficatus,Swallow-tailed Kite,1938,t
2075,Elanus caeruleus,Black-winged Kite,4560,t
2076,Elanus leucurus,White-tailed Kite,2162,t
2077,Electron carinatum,Keel-billed Motmot,1377,t
2078,Electron platyrhynchum,Broad-billed Motmot,519,t
2087,Emberiza aureola,Yellow-breasted Bunting,395,t
2091,Emberiza caesia,Cretzschmar's Bunting,4656,t
2094,Emberiza chrysophrys,Yellow-browed Bunting,403,t
2095,Emberiza cia,Rock Bunting,4652,t
2096,Emberiza cineracea,Cinereous Bunting,4655,t
2098,Emberiza cirlus,Cirl Bunting,4651,t
2099,Emberiza citrinella,Yellowhammer,4650,t
2100,Emberiza elegans,Yellow-throated Bunting,2177,t
2104,Emberiza hortulana,Ortolan Bunting,4653,t
2107,Emberiza leucocephalos,Pine Bunting,1628,t
2108,Emberiza melanocephala,Black-headed Bunting,4654,t
2110,Emberiza pusilla,Little Bunting,1437,t
2111,Emberiza rustica,Rustic Bunting,1770,t
2122,Emberizoides herbicola,Wedge-tailed Grass-Finch,2157,t
2127,Empidonax affinis,Pine Flycatcher,2235,t
2128,Empidonax albigularis,White-throated Flycatcher,2415,t
2129,Empidonax alnorum,Alder Flycatcher,2288,t
2130,Empidonax atriceps,Black-capped Flycatcher,476,t
2131,Empidonax difficilis,Western Flycatcher,45,t
2132,Empidonax flavescens,Yellowish Flycatcher,455,t
2133,Empidonax flaviventris,Yellow-bellied Flycatcher,117,t
2134,Empidonax fulvifrons,Buff-breasted Flycatcher,446,t
2135,Empidonax hammondii,Hammond's Flycatcher,150,t
2136,Empidonax minimus,Least Flycatcher,109,t
2137,Empidonax oberholseri,Dusky Flycatcher,140,t
2138,Empidonax occidentalis,Cordilleran Flycatcher,861,t
2139,Empidonax traillii,Willow Flycatcher,854,t
2140,Empidonax virescens,Acadian Flycatcher,404,t
2142,Empidonomus aurantioatrocristatus,Crowned Slaty Flycatcher,2318,t
2143,Empidonomus varius,Variegated Flycatcher,2052,t
2162,Epinecrophylla fulviventris,Checker-throated Stipplethroat,1048,t
2177,Erithacus rubecula,European Robin,321,t
2195,Estrilda astrild,Common Waxbill,1006,t
2196,Estrilda melpoda,Orange-cheeked Waxbill,1563,f
2199,Estrilda troglodytes,Black-rumped Waxbill,611,t
2200,Eubucco bourcierii,Red-headed Barbet,1728,t
2202,Euchrepomis callinota,Rufous-rumped Antwren,1753,t
2206,Eudocimus albus,White Ibis,2088,t
2213,Eugenes fulgens,Rivoli's Hummingbird,1731,t
2214,Eugenes spectabilis,Talamanca Hummingbird,1971,t
2216,Eumomota superciliosa,Turquoise-browed Motmot,1981,t
2223,Euodice cantans,African Silverbill,353,t
2224,Euodice malabarica,Indian Silverbill,1341,t
2228,Euphagus carolinus,Rusty Blackbird,2646,t
2229,Euphagus cyanocephalus,Brewer's Blackbird,122,t
2230,Eupherusa eximia,Stripe-tailed Hummingbird,1936,t
2231,Euphonia affinis,Scrub Euphonia,1842,t
2232,Euphonia anneae,Tawny-capped Euphonia,1986,t
2239,Euphonia fulvicrissa,Fulvous-vented Euphonia,1151,t
2240,Euphonia gouldi,Olive-backed Euphonia,1548,t
2241,Euphonia hirundinacea,Yellow-throated Euphonia,2013,t
2242,Euphonia imitans,Spot-crowned Euphonia,1900,t
2243,Euphonia laniirostris,Thick-billed Euphonia,1977,t
2244,Euphonia luteicapilla,Yellow-crowned Euphonia,450,t
2246,Euphonia minuta,White-vented Euphonia,1974,t
2252,Euphonia xanthogaster,Orange-bellied Euphonia,1551,t
2253,Euplectes afer,Yellow-crowned Bishop,448,t
2256,Euplectes franciscanus,Northern Red Bishop,1537,t
2268,Eupsittula canicularis,Orange-fronted Parakeet,1571,t
2269,Eupsittula nana,Olive-throated Parakeet,1588,t
2270,Eupsittula pertinax,Brown-throated Parakeet,625,t
2271,Euptilotis neoxenus,Eared Quetzal,1088,t
2281,Eurypyga helias,Sunbittern,1958,t
2287,Eutoxeres aquila,White-tipped Sicklebill,2122,t
2290,Falco columbarius,Merlin,2352,t
2291,Falco deiroleucus,Orange-breasted Falcon,1552,t
2292,Falco femoralis,Aplomado Falcon,376,t
2293,Falco mexicanus,Prairie Falcon,1024,t
2294,Falco naumanni,Lesser Kestrel,4609,t
2295,Falco peregrinus,Peregrine Falcon,2234,t
2296,Falco rufigularis,Bat Falcon,416,t
2298,Falco sparverius,American Kestrel,927,t
2299,Falco subbuteo,Eurasian Hobby,1092,t
2301,Falco vespertinus,Red-footed Falcon,1722,t
2304,Ferminia cerverai,Zapata Wren,2029,t
2305,Ficedula albicilla,Taiga Flycatcher,1970,t
2306,Ficedula albicollis,Collared Flycatcher,4658,t
2313,Ficedula hypoleuca,European Pied Flycatcher,4659,t
2314,Ficedula mugimaki,Mugimaki Flycatcher,1516,t
2315,Ficedula narcissina,Narcissus Flycatcher,2355,t
2317,Ficedula parva,Red-breasted Flycatcher,4657,t
2319,Ficedula semitorquata,Semicollared Flycatcher,4660,t
2328,Florisuga mellivora,White-necked Jacobin,2413,t
2331,Fluvicola pica,Pied Water-Tyrant,1636,t
2332,Formicarius analis,Black-faced Antthrush,529,t
2335,Formicarius nigricapillus,Black-headed Antthrush,540,t
2337,Formicarius rufipectus,Rufous-breasted Antthrush,2237,t
2347,Forpus conspicillatus,Spectacled Parrotlet,1909,t
2348,Forpus cyanopygius,Mexican Parrotlet,1496,t
2350,Forpus passerinus,Green-rumped Parrotlet,2339,t
2356,Francolinus francolinus,Black Francolin,2301,t
2363,Fratercula arctica,Atlantic Puffin,452,t
2368,Fregata ariel,Lesser Frigatebird,1420,f
2369,Fregata magnificens,Magnificent Frigatebird,1472,t
2370,Fregata minor,Great Frigatebird,1238,t
2371,Fringilla coelebs,Common Chaffinch,684,t
2372,Fringilla montifringilla,Brambling,592,t
2373,Fulica alai,Hawaiian Coot,1349,t
2374,Fulica americana,American Coot,707,t
2377,Fulica atra,Eurasian Coot,1105,t
2378,Fulica cristata,Red-knobbed Coot,4623,t
2381,Fulmarus glacialis,Northern Fulmar,840,t
2400,Galbula ruficauda,Rufous-tailed Jacamar,1763,t
2402,Galerida cristata,Crested Lark,4662,t
2406,Galerida theklae,Thekla's Lark,4663,t
2409,Gallinago delicata,Wilson's Snipe,2650,t
2410,Gallinago gallinago,Common Snipe,1016,t
2415,Gallinago media,Great Snipe,4592,t
2419,Gallinago stenura,Pin-tailed Snipe,1665,t
2421,Gallinula chloropus,Common Moorhen,789,t
2429,Gallus gallus,Red Junglefowl,1715,t
2433,Gampsonyx swainsonii,Pearl Kite,1619,t
2443,Garrulus glandarius,Eurasian Jay,4664,t
2457,Gelochelidon nilotica,Gull-billed Tern,1172,t
2459,Geococcyx californianus,Greater Roadrunner,1256,t
2460,Geococcyx velox,Lesser Roadrunner,1430,t
2472,Geopelia striata,Zebra Dove,2031,t
2480,Geothlypis aequinoctialis,Masked Yellowthroat,1485,t
2481,Geothlypis beldingi,Belding's Yellowthroat,526,t
2482,Geothlypis formosa,Kentucky Warbler,152,t
2483,Geothlypis nelsoni,Hooded Yellowthroat,1328,t
2484,Geothlypis philadelphia,Mourning Warbler,2435,t
2486,Geothlypis rostrata,Bahama Yellowthroat,438,t
2487,Geothlypis semiflava,Olive-crowned Yellowthroat,1570,t
2488,Geothlypis speciosa,Black-polled Yellowthroat,590,t
2489,Geothlypis tolmiei,MacGillivray's Warbler,153,t
2490,Geothlypis trichas,Common Yellowthroat,108,t
2491,Geotrygon chrysia,Key West Quail-Dove,1389,t
2492,Geotrygon montana,Ruddy Quail-Dove,1777,t
2493,Geotrygon violacea,Violaceous Quail-Dove,2066,f
2494,Geranoaetus albicaudatus,White-tailed Hawk,2159,t
2497,Geranospiza caerulescens,Crane Hawk,1037,t
2498,Geronticus eremita,Northern Bald Ibis,4740,t
2510,Glareola maldivarum,Oriental Pratincole,2232,t
2511,Glareola pratincola,Collared Pratincole,1012,t
2512,Glaucestrilda caerulescens,Lavender Waxbill,1405,f
2514,Glaucidium brasilianum,Ferruginous Pygmy-Owl,1132,t
2518,Glaucidium costaricanum,Costa Rican Pygmy-Owl,1041,t
2520,Glaucidium gnoma,Northern Pygmy-Owl,841,t
2521,Glaucidium griseiceps,Central American Pygmy-Owl,668,t
2527,Glaucidium palmarum,Colima Pygmy-Owl,1030,t
2529,Glaucidium passerinum,Eurasian Pygmy-Owl,4761,t
2533,Glaucidium sanchezi,Tamaulipas Pygmy-Owl,1973,t
2534,Glaucidium siju,Cuban Pygmy-Owl,1060,t
2537,Glaucis hirsutus,Rufous-breasted Hermit,1682,t
2540,Glyphorynchus spirurus,Wedge-billed Woodcreeper,2257,t
2545,Gracula religiosa,Common Hill Myna,1312,t
2475,Geositta punensis,Puna Miner,,t
2563,Grallaria guatimalensis,Scaled Antpitta,1820,t
2583,Grallaricula flavirostris,Ochre-breasted Antpitta,1549,t
2593,Granatellus venustus,Red-breasted Chat,1686,t
2597,Grus americana,Whooping Crane,2701,t
2598,Grus grus,Common Crane,2145,t
2600,Grus monacha,Hooded Crane,4774,t
2612,Gygis alba,White Tern,2094,t
2616,Gymnocichla nudiceps,Bare-crowned Antbird,415,t
2624,Gymnorhinus cyanocephalus,Pinyon Jay,1631,t
2633,Habia atrimaxillaris,Black-cheeked Ant-Tanager,480,t
2635,Habia fuscicauda,Red-throated Ant-Tanager,1759,t
2637,Habia rubica,Red-crowned Ant-Tanager,1694,t
2639,Haematopus bachmani,Black Oystercatcher,581,t
2644,Haematopus ostralegus,Eurasian Oystercatcher,1113,t
2645,Haematopus palliatus,American Oystercatcher,366,t
2648,Haemorhous cassinii,Cassin's Finch,876,t
2649,Haemorhous mexicanus,House Finch,792,t
2650,Haemorhous purpureus,Purple Finch,169,t
2653,Hafferia zeledoni,Zeledon's Antbird,2030,t
2663,Halcyon smyrnensis,White-throated Kingfisher,4606,t
2664,Haliaeetus albicilla,White-tailed Eagle,2155,t
2610,Gun,Gun,,f
2667,Haliaeetus leucocephalus,Bald Eagle,2622,t
2669,Haliaeetus pelagicus,Steller's Sea-Eagle,1950,t
2673,Hapalocrex flaviventer,Yellow-breasted Crake,387,t
2677,Haplophaedia aureliae,Greenish Puffleg,1255,t
2688,Harpagus bidentatus,Double-toothed Kite,1076,t
2690,Harpia harpyja,Harpy Eagle,1292,t
2698,Helicolestes hamatus,Slender-billed Kite,1808,t
2700,Heliodoxa jacula,Green-crowned Brilliant,1179,t
2703,Heliomaster constantii,Plain-capped Starthroat,1616,t
2704,Heliomaster longirostris,Long-billed Starthroat,1411,t
2705,Heliornis fulica,Sungrebe,1959,t
2708,Helmitheros vermivorum,Worm-eating Warbler,2076,t
2710,Helopsaltes ochotensis,Middendorff's Grasshopper Warbler,1498,f
2714,Hemignathus wilsoni,Akiapolaau,356,t
2721,Hemithraupis flavicollis,Yellow-backed Tanager,399,t
2749,Henicorhina leucosticta,White-breasted Wood-Wren,2259,t
2751,Herpetotheres cachinnans,Laughing Falcon,1391,t
2780,Heterospingus xanthopygius,Scarlet-browed Tanager,1816,t
2781,Hieraaetus pennatus,Booted Eagle,4563,t
2790,Himantopus himantopus,Black-winged Stilt,645,t
2792,Himantopus mexicanus,Black-necked Stilt,873,t
2793,Himatione sanguinea,Apapane,375,t
2794,Hippolais icterina,Icterine Warbler,4665,t
2796,Hippolais olivetorum,Olive-tree Warbler,4667,t
2797,Hippolais polyglotta,Melodious Warbler,4666,t
2798,Hirundapus caudacutus,White-throated Needletail,2165,f
2803,Hirundo rustica,Barn Swallow,784,t
2806,Histrionicus histrionicus,Harlequin Duck,886,t
2813,Horornis diphone,Japanese Bush Warbler,1409,t
2822,Hydrobates castro,Band-rumped Storm-Petrel,287,f
2823,Hydrobates leucorhous,Leach's Storm-Petrel,2813,f
2824,Hydrobates monorhis,Swinhoe's Storm-Petrel,292,f
2825,Hydrobates pelagicus,European Storm-Petrel,1117,t
2826,Hydrobates tristrami,Tristram's Storm-Petrel,2276,f
2827,Hydrocoloeus minutus,Little Gull,1440,t
2829,Hydroprogne caspia,Caspian Tern,924,t
2830,Hydropsalis cayennensis,White-tailed Nightjar,2166,t
2832,Hydropsalis maculicaudus,Spot-tailed Nightjar,1914,t
2851,Hylocichla mustelina,Wood Thrush,855,t
2852,Hylomanes momotula,Tody Motmot,1998,t
2856,Hylopezus perspicillatus,Streak-chested Antpitta,1824,t
2860,Hylophilus flavipes,Scrub Greenlet,1834,t
2866,Hylophylax naevioides,Spotted Antbird,1898,t
2869,Hylorchilus navai,Nava's Wren,1577,t
2870,Hylorchilus sumichrasti,Sumichrast's Wren,2386,t
2900,Ibycter americanus,Red-throated Caracara,1761,t
2903,Icteria virens,Yellow-breasted Chat,900,t
2904,Icterus abeillei,Black-backed Oriole,466,t
2905,Icterus auratus,Orange Oriole,1579,f
2906,Icterus auricapillus,Orange-crowned Oriole,1565,t
2907,Icterus bullockii,Bullock's Oriole,874,t
2909,Icterus chrysater,Yellow-backed Oriole,393,t
2911,Icterus cucullatus,Hooded Oriole,1325,t
2912,Icterus galbula,Baltimore Oriole,133,t
2914,Icterus graduacauda,Audubon's Oriole,463,t
2915,Icterus gularis,Altamira Oriole,360,t
2916,Icterus icterus,Venezuelan Troupial,2063,t
2918,Icterus leucopteryx,Jamaican Oriole,1357,f
2919,Icterus mesomelas,Yellow-tailed Oriole,2015,t
2921,Icterus parisorum,Scott's Oriole,1830,t
2922,Icterus pectoralis,Spot-breasted Oriole,1811,t
2923,Icterus portoricensis,Puerto Rican Oriole,1652,t
2924,Icterus prosthemelas,Black-cowled Oriole,494,t
2925,Icterus pustulatus,Streak-backed Oriole,2376,t
2927,Icterus spurius,Orchard Oriole,131,t
2928,Icterus wagleri,Black-vented Oriole,642,t
2930,Ictinia mississippiensis,Mississippi Kite,1499,t
2931,Ictinia plumbea,Plumbeous Kite,1642,t
2932,Iduna caligata,Booted Warbler,4668,t
2963,Irania gutturalis,White-throated Robin,4669,t
2975,Ixobrychus exilis,Least Bittern,734,t
2978,Ixobrychus minutus,Little Bittern,1436,t
2979,Ixobrychus sinensis,Yellow Bittern,454,t
2981,Ixoreus naevius,Varied Thrush,2775,t
2984,Ixothraupis guttata,Speckled Tanager,1912,t
2988,Jabiru mycteria,Jabiru,2215,f
2990,Jacamerops aureus,Great Jacamar,1214,t
2991,Jacana jacana,Wattled Jacana,2070,t
2992,Jacana spinosa,Northern Jacana,1532,t
2993,Junco hyemalis,Dark-eyed Junco,2625,t
2994,Junco phaeonotus,Yellow-eyed Junco,457,t
2996,Jynx torquilla,Eurasian Wryneck,1120,t
3002,Ketupa zeylonensis,Brown Fish-Owl,4762,t
3003,Klais guimeti,Violet-headed Hummingbird,2064,t
3017,Lagopus leucura,White-tailed Ptarmigan,2751,t
3018,Lagopus muta,Rock Ptarmigan,2742,t
3028,Lampornis amethystinus,Amethyst-throated Mountain-gem,462,t
3029,Lampornis clemenciae,Blue-throated Mountain-gem,2139,t
3030,Lampornis sybillae,Green-breasted Mountain-gem,1170,t
3031,Lampornis viridipallens,Green-throated Mountain-gem,2396,t
3061,Lanio aurantius,Black-throated Shrike-Tanager,688,t
3063,Lanio leucothorax,White-throated Shrike-Tanager,2123,t
3066,Laniocera rufescens,Speckled Mourner,1906,t
3067,Lanius borealis,Northern Shrike,2643,t
3071,Lanius collurio,Red-backed Shrike,4670,t
3074,Lanius cristatus,Brown Shrike,603,t
3078,Lanius ludovicianus,Loggerhead Shrike,901,t
3081,Lanius nubicus,Masked Shrike,4674,t
3084,Lanius senator,Woodchat Shrike,4673,t
3089,Larosterna inca,Inca Tern,1342,t
3090,Larus argentatus,Herring Gull,347,t
3091,Larus belcheri,Belcher's Gull,577,t
3092,Larus brachyrhynchus,Short-billed Gull,295,f
3093,Larus cachinnans,Caspian Gull,4594,t
3094,Larus californicus,California Gull,922,t
3095,Larus canus,Common Gull,296,t
3096,Larus crassirostris,Black-tailed Gull,2138,t
3097,Larus delawarensis,Ring-billed Gull,947,t
3098,Larus dominicanus,Kelp Gull,1379,t
3099,Larus fuscus,Lesser Black-backed Gull,1407,t
3100,Larus glaucescens,Glaucous-winged Gull,1287,t
3101,Larus glaucoides,Iceland Gull,1335,t
3102,Larus heermanni,Heermann's Gull,1306,t
3103,Larus hyperboreus,Glaucous Gull,934,t
3104,Larus livens,Yellow-footed Gull,512,t
3105,Larus marinus,Great Black-backed Gull,933,t
3106,Larus michahellis,Yellow-legged Gull,570,t
3107,Larus occidentalis,Western Gull,2127,t
3108,Larus schistisagus,Slaty-backed Gull,1861,t
3111,Larvivora cyane,Siberian Blue Robin,1814,t
3113,Larvivora sibilans,Rufous-tailed Robin,1765,t
3114,Laterallus albigularis,White-throated Crake,2153,t
3116,Laterallus jamaicensis,Black Rail,583,t
3120,Laterallus ruber,Ruddy Crake,1771,t
3123,Lathrotriccus euleri,Euler's Flycatcher,1108,t
3126,Legatus leucophaius,Piratic Flycatcher,1691,t
3129,Leiothlypis celata,Orange-crowned Warbler,2644,t
3130,Leiothlypis crissalis,Colima Warbler,2202,t
3131,Leiothlypis luciae,Lucy's Warbler,1521,t
3132,Leiothlypis peregrina,Tennessee Warbler,2438,t
3133,Leiothlypis ruficapilla,Nashville Warbler,2436,t
3134,Leiothlypis virginiae,Virginia's Warbler,2069,t
3136,Leiothrix lutea,Red-billed Leiothrix,1683,t
3139,Leistes militaris,Red-breasted Meadowlark,338,t
3141,Lepidocolaptes affinis,Spot-crowned Woodcreeper,1835,t
3149,Lepidocolaptes leucogaster,White-striped Woodcreeper,2151,t
3150,Lepidocolaptes souleyetii,Streak-headed Woodcreeper,1856,t
3175,Leptopogon amaurocephalus,Sepia-capped Flycatcher,1838,t
3177,Leptopogon superciliaris,Slaty-capped Flycatcher,2245,t
3184,Leptotila jamaicensis,Caribbean Dove,654,t
3190,Leptotila verreauxi,White-tipped Dove,2154,t
3196,Leucolia violiceps,Violet-crowned Hummingbird,2057,f
3197,Leucophaeus atricilla,Laughing Gull,1395,t
3199,Leucophaeus pipixcan,Franklin's Gull,931,t
3203,Leucopternis semiplumbeus,Semiplumbeous Hawk,1839,t
3205,Leucosticte atrata,Black Rosy-Finch,2302,t
3206,Leucosticte australis,Brown-capped Rosy-Finch,497,t
3218,Limnodromus griseus,Short-billed Dowitcher,767,t
3219,Limnodromus scolopaceus,Long-billed Dowitcher,2219,t
3222,Limnothlypis swainsonii,Swainson's Warbler,1966,t
3223,Limosa fedoa,Marbled Godwit,739,t
3224,Limosa haemastica,Hudsonian Godwit,733,t
3225,Limosa lapponica,Bar-tailed Godwit,2136,t
3226,Limosa limosa,Black-tailed Godwit,623,t
3238,Lipaugus unirufus,Rufous Piha,1773,t
3241,Lithobates catesbeianus,American Bullfrog,103,f
3242,Lithobates clamitans,Green Frog,90,f
3243,Lithobates palustris,Pickerel Frog,94,f
3244,Lithobates sylvaticus,Wood Frog,81,f
3245,Lochmias nematura,Sharp-tailed Streamcreeper,1951,t
3249,Locustella fluviatilis,River Warbler,339,t
3250,Locustella lanceolata,Lanceolated Warbler,2217,t
3251,Locustella luscinioides,Savi's Warbler,4676,t
3255,Locustella naevia,Common Grasshopper Warbler,4675,t
3258,Lonchura atricapilla,Chestnut Munia,1026,t
3264,Lonchura punctulata,Scaly-breasted Munia,1809,t
3273,Lophodytes cucullatus,Hooded Merganser,732,t
3279,Lophostrix cristata,Crested Owl,1040,t
3282,Lophotriccus pileatus,Scale-crested Pygmy-Tyrant,1832,t
3285,Lophura leucomelanos,Kalij Pheasant,1376,t
3291,Loriotus luctuosus,White-shouldered Tanager,2150,f
3296,Loxia pytyopsittacus,Parrot Crossbill,4677,t
3297,Loxia scotica,Scottish Crossbill,4678,f
3298,Loxia sinesciuris,Cassia Crossbill,652,t
3299,Loxigilla noctis,Lesser Antillean Bullfinch,1397,f
3300,Loxioides bailleui,Palila,1597,t
3301,Loxops caeruleirostris,Akekee,355,t
3302,Loxops coccineus,Hawaii Akepa,2213,f
3303,Loxops mana,Hawaii Creeper,1304,t
3306,Lurocalis semitorquatus,Short-tailed Nighthawk,1854,t
3307,Luscinia luscinia,Thrush Nightingale,4680,t
3308,Luscinia megarhynchos,Common Nightingale,4681,t
3310,Luscinia svecica,Bluethroat,2130,t
3316,Lymnocryptes minimus,Jack Snipe,1361,t
3327,Machetornis rixosa,Cattle Tyrant,673,t
3352,Magumma parva,Anianiau,369,t
3363,Malacoptila panamensis,White-whiskered Puffbird,2171,t
3382,Manacus aurantiacus,Orange-collared Manakin,1564,t
3383,Manacus candei,White-collared Manakin,2265,t
3385,Manacus vitellinus,Golden-collared Manakin,1183,t
3389,Mareca americana,American Wigeon,2787,t
3390,Mareca falcata,Falcated Duck,1126,t
3391,Mareca penelope,Eurasian Wigeon,1119,t
3393,Mareca strepera,Gadwall,932,t
3394,Margarops fuscatus,Pearly-eyed Thrasher,1622,t
3395,Margarornis rubiginosus,Ruddy Treerunner,1781,t
3404,Megaceryle alcyon,Belted Kingfisher,786,t
3407,Megaceryle torquata,Ringed Kingfisher,1732,t
3413,Megarynchus pitangua,Boat-billed Flycatcher,585,t
3415,Megascops asio,Eastern Screech-Owl,834,t
3417,Megascops centralis,Choco Screech-Owl,318,t
3418,Megascops choliba,Tropical Screech-Owl,2011,t
3419,Megascops clarkii,Bare-shanked Screech-Owl,613,t
3420,Megascops cooperi,Pacific Screech-Owl,1603,t
3422,Megascops guatemalae,Middle American Screech-Owl,333,t
3425,Megascops kennicottii,Western Screech-Owl,2073,t
3431,Megascops seductus,Balsas Screech-Owl,433,t
3432,Megascops trichopsis,Whiskered Screech-Owl,2411,t
3443,Melanerpes aurifrons,Golden-fronted Woodpecker,1197,t
3446,Melanerpes carolinus,Red-bellied Woodpecker,844,t
3447,Melanerpes chrysauchen,Golden-naped Woodpecker,1223,t
3448,Melanerpes chrysogenys,Golden-cheeked Woodpecker,1182,t
3450,Melanerpes erythrocephalus,Red-headed Woodpecker,845,t
3452,Melanerpes formicivorus,Acorn Woodpecker,391,t
3453,Melanerpes hoffmannii,Hoffmann's Woodpecker,1327,t
3455,Melanerpes lewis,Lewis's Woodpecker,1434,t
3456,Melanerpes portoricensis,Puerto Rican Woodpecker,1661,t
3457,Melanerpes pucherani,Black-cheeked Woodpecker,506,t
3458,Melanerpes pygmaeus,Yucatan Woodpecker,2022,t
3459,Melanerpes radiolatus,Jamaican Woodpecker,1366,t
3460,Melanerpes rubricapillus,Red-crowned Woodpecker,1707,t
